,cust_id,country,invoice_num
1076,13778,United Kingdom,9
1077,13780,United Kingdom,57
1078,13781,United Kingdom,17
1079,13782,United Kingdom,115
1080,13784,United Kingdom,31
1081,13786,United Kingdom,7
1082,13787,United Kingdom,31
1083,13790,United Kingdom,45
1084,13791,United Kingdom,17
1085,13792,United Kingdom,13
1086,13798,United Kingdom,439
1087,13799,United Kingdom,39
1088,13800,United Kingdom,33
1089,13801,United Kingdom,23
1090,13802,United Kingdom,66
1091,13803,United Kingdom,17
1092,13804,United Kingdom,137
1093,13805,United Kingdom,13
1094,13806,United Kingdom,10
1095,13807,United Kingdom,7
1096,13808,United Kingdom,76
1097,13809,Cyprus,12
1098,13810,Germany,36
1099,13811,Germany,14
1100,13812,Germany,36
1101,13813,Germany,71
1102,13814,Germany,58
1103,13815,Germany,177
1104,13816,Germany,33
1105,13817,Germany,24
1106,13819,United Kingdom,36
1107,13821,United Kingdom,59
1108,13822,United Kingdom,96
1109,13823,United Kingdom,40
1110,13824,United Kingdom,46
1111,13826,United Kingdom,12
1112,13827,United Kingdom,93
1113,13828,United Kingdom,15
1114,13829,United Kingdom,1
1115,13831,United Kingdom,74
1116,13832,United Kingdom,4
1117,13833,United Kingdom,29
1118,13835,United Kingdom,55
1119,13837,United Kingdom,19
1120,13838,United Kingdom,174
1121,13841,United Kingdom,1
1122,13842,United Kingdom,206
1123,13844,United Kingdom,20
1124,13845,United Kingdom,9
1125,13846,United Kingdom,58
1126,13848,United Kingdom,5
1127,13849,United Kingdom,101
1128,13850,United Kingdom,94
1129,13851,United Kingdom,81
1130,13853,United Kingdom,24
1131,13854,United Kingdom,114
1132,13856,United Kingdom,17
1133,13858,United Kingdom,11
1134,13859,United Kingdom,28
1135,13860,United Kingdom,77
1136,13862,United Kingdom,142
1137,13863,United Kingdom,22
1138,13865,United Kingdom,30
1139,13866,United Kingdom,7
1140,13867,United Kingdom,61
1141,13868,United Kingdom,33
1142,13869,United Kingdom,307
1143,13870,United Kingdom,118
1144,13871,United Kingdom,338
1145,13873,United Kingdom,24
1146,13874,United Kingdom,18
1147,13875,United Kingdom,104
1148,13876,United Kingdom,7
1149,13877,United Kingdom,3
1150,13878,United Kingdom,36
1151,13880,United Kingdom,165
1152,13881,United Kingdom,180
1153,13882,United Kingdom,66
1154,13883,United Kingdom,155
1155,13884,United Kingdom,60
1156,13885,United Kingdom,28
1157,13886,United Kingdom,16
1158,13887,United Kingdom,19
1159,13888,United Kingdom,40
1160,13889,United Kingdom,15
1161,13890,United Kingdom,114
1162,13892,United Kingdom,27
1163,13893,United Kingdom,21
1164,13894,United Kingdom,30
1165,13895,United Kingdom,119
1166,13897,United Kingdom,17
1167,13898,United Kingdom,12
1168,13899,United Kingdom,19
1169,13900,United Kingdom,43
1170,13901,United Kingdom,149
1171,13904,United Kingdom,26
1172,13908,United Kingdom,126
1173,13911,United Kingdom,148
1174,13914,United Kingdom,34
1175,13917,United Kingdom,18
1176,13918,United Kingdom,30
1177,13919,Denmark,33
1178,13922,United Kingdom,7
1179,13923,United Kingdom,20
1180,13924,United Kingdom,137
1181,13925,United Kingdom,45
1182,13926,United Kingdom,11
1183,13927,United Kingdom,21
1184,13928,United Kingdom,27
1185,13929,United Kingdom,10
1186,13930,United Kingdom,17
1187,13931,United Kingdom,59
1188,13932,United Kingdom,16
1189,13933,United Kingdom,23
1190,13934,United Kingdom,31
1191,13936,United Kingdom,27
1192,13937,United Kingdom,9
1193,13938,United Kingdom,7
1194,13939,United Kingdom,46
1195,13940,United Kingdom,49
1196,13941,United Kingdom,47
1197,13946,United Kingdom,11
1198,13947,United Kingdom,5
1199,13948,United Kingdom,3
1200,13949,United Kingdom,160
1201,13950,United Kingdom,36
1202,13951,United Kingdom,39
1203,13952,United Kingdom,138
1204,13953,United Kingdom,20
1205,13954,United Kingdom,30
1206,13955,United Kingdom,33
1207,13956,United Kingdom,152
1208,13958,United Kingdom,5
1209,13959,United Kingdom,92
1210,13960,United Kingdom,12
1211,13962,United Kingdom,11
1212,13963,United Kingdom,35
1213,13967,United Kingdom,2
1214,13969,United Kingdom,633
1215,13971,United Kingdom,158
1216,13972,United Kingdom,15
1217,13973,United Kingdom,11
1218,13974,United Kingdom,28
1219,13975,United Kingdom,340
1220,13976,United Kingdom,10
1221,13978,United Kingdom,15
1222,13979,United Kingdom,54
1223,13980,United Kingdom,11
1224,13982,United Kingdom,115
1225,13983,United Kingdom,112
1226,13984,United Kingdom,17
1227,13985,United Kingdom,353
1228,13986,United Kingdom,13
1229,13988,United Kingdom,239
1230,13989,United Kingdom,41
1231,13990,United Kingdom,16
1232,13991,United Kingdom,86
1233,13992,United Kingdom,5
1234,13993,United Kingdom,125
1235,13994,United Kingdom,155
1236,13995,United Kingdom,87
1237,13999,United Kingdom,212
1238,14000,United Kingdom,16
1239,14001,United Kingdom,40
1240,14002,United Kingdom,47
1241,14004,United Kingdom,171
1242,14005,United Kingdom,84
1243,14006,United Kingdom,30
1244,14009,United Kingdom,44
1245,14012,United Kingdom,11
1246,14013,United Kingdom,34
1247,14014,United Kingdom,39
1248,14015,United Kingdom,20
1249,14016,EIRE,162
1250,14019,United Kingdom,68
1251,14020,United Kingdom,39
1252,14021,United Kingdom,22
1253,14022,United Kingdom,28
1254,14023,United Kingdom,31
1255,14024,United Kingdom,16
1256,14027,United Kingdom,6
1257,14029,United Kingdom,15
1258,14030,United Kingdom,243
1259,14031,United Kingdom,258
1260,14032,United Kingdom,152
1261,14034,United Kingdom,92
1262,14035,United Kingdom,66
1263,14036,United Kingdom,38
1264,14037,United Kingdom,28
1265,14038,United Kingdom,93
1266,14039,United Kingdom,6
1267,14040,United Kingdom,241
1268,14041,United Kingdom,21
1269,14044,United Kingdom,209
1270,14045,United Kingdom,6
1271,14046,United Kingdom,14
1272,14047,United Kingdom,34
1273,14048,United Kingdom,88
1274,14049,United Kingdom,505
1275,14050,United Kingdom,54
1276,14051,United Kingdom,215
1277,14052,United Kingdom,56
1278,14053,United Kingdom,4
1279,14054,United Kingdom,6
1280,14055,United Kingdom,10
1281,14056,United Kingdom,1128
1282,14057,United Kingdom,291
1283,14059,United Kingdom,8
1284,14060,United Kingdom,203
1285,14062,United Kingdom,111
1286,14064,United Kingdom,82
1287,14066,United Kingdom,7
1288,14067,United Kingdom,52
1289,14068,United Kingdom,24
1290,14071,United Kingdom,333
1291,14073,United Kingdom,14
1292,14075,United Kingdom,43
1293,14076,United Kingdom,46
1294,14077,United Kingdom,42
1295,14078,United Kingdom,65
1296,14079,United Kingdom,12
1297,14080,United Kingdom,4
1298,14081,United Kingdom,156
1299,14082,United Kingdom,29
1300,14083,United Kingdom,181
1301,14085,United Kingdom,451
1302,14087,United Kingdom,70
1303,14088,United Kingdom,590
1304,14089,United Kingdom,14
1305,14090,United Kingdom,1
1306,14092,United Kingdom,217
1307,14093,United Kingdom,105
1308,14096,United Kingdom,5128
1309,14098,United Kingdom,21
1310,14099,United Kingdom,252
1311,14100,United Kingdom,26
1312,14101,United Kingdom,35
1313,14102,United Kingdom,84
1314,14104,United Kingdom,21
1315,14105,United Kingdom,76
1316,14107,United Kingdom,124
1317,14108,United Kingdom,35
1318,14109,United Kingdom,14
1319,14110,United Kingdom,157
1320,14111,United Kingdom,11
1321,14112,United Kingdom,173
1322,14113,United Kingdom,40
1323,14114,United Kingdom,15
1324,14116,United Kingdom,72
1325,14117,United Kingdom,3
1326,14119,United Kingdom,1
1327,14121,United Kingdom,161
1328,14124,United Kingdom,5
1329,14125,United Kingdom,167
1330,14126,United Kingdom,16
1331,14127,United Kingdom,44
1332,14128,United Kingdom,46
1333,14129,United Kingdom,52
1334,14130,United Kingdom,67
1335,14132,United Kingdom,201
1336,14133,United Kingdom,30
1337,14135,United Kingdom,134
1338,14138,United Kingdom,47
1339,14139,United Kingdom,26
1340,14140,United Kingdom,67
1341,14141,United Kingdom,46
1342,14142,United Kingdom,22
1343,14143,United Kingdom,7
1344,14145,United Kingdom,12
1345,14146,United Kingdom,245
1346,14147,United Kingdom,6
1347,14148,United Kingdom,3
1348,14149,United Kingdom,40
1349,14150,United Kingdom,26
1350,14152,United Kingdom,50
1351,14154,United Kingdom,52
1352,14155,United Kingdom,6
1353,14156,EIRE,1420
1354,14157,United Kingdom,49
1355,14158,United Kingdom,41
1356,14159,United Kingdom,1212
1357,14161,United Kingdom,108
1358,14162,United Kingdom,25
1359,14163,United Kingdom,52
1360,14164,United Kingdom,29
1361,14165,United Kingdom,25
1362,14167,United Kingdom,52
1363,14171,United Kingdom,58
1364,14173,United Kingdom,29
1365,14174,United Kingdom,26
1366,14175,United Kingdom,164
1367,14176,United Kingdom,32
1368,14177,United Kingdom,43
1369,14178,United Kingdom,327
1370,14179,United Kingdom,165
1371,14180,United Kingdom,248
1372,14184,United Kingdom,24
1373,14185,United Kingdom,3
1374,14188,United Kingdom,71
1375,14189,United Kingdom,277
1376,14191,United Kingdom,263
1377,14193,United Kingdom,42
1378,14194,United Kingdom,604
1379,14195,United Kingdom,8
1380,14196,United Kingdom,6
1381,14198,United Kingdom,44
1382,14199,United Kingdom,2
1383,14201,United Kingdom,39
1384,14204,United Kingdom,44
1385,14205,United Kingdom,39
1386,14206,United Kingdom,21
1387,14208,United Kingdom,10
1388,14209,United Kingdom,88
1389,14210,United Kingdom,103
1390,14211,United Kingdom,118
1391,14212,United Kingdom,9
1392,14213,United Kingdom,5
1393,14214,United Kingdom,70
1394,14215,United Kingdom,109
1395,14216,United Kingdom,59
1396,14217,United Kingdom,107
1397,14218,United Kingdom,12
1398,14219,United Kingdom,7
1399,14220,United Kingdom,21
1400,14221,United Kingdom,194
1401,14222,United Kingdom,41
1402,14223,United Kingdom,61
1403,14224,United Kingdom,118
1404,14226,United Kingdom,73
1405,14227,United Kingdom,183
1406,14229,United Kingdom,43
1407,14231,United Kingdom,54
1408,14232,United Kingdom,118
1409,14233,United Kingdom,36
1410,14234,United Kingdom,159
1411,14235,United Kingdom,80
1412,14236,United Kingdom,15
1413,14237,United Kingdom,9
1414,14238,United Kingdom,8
1415,14239,United Kingdom,116
1416,14240,United Kingdom,42
1417,14241,United Kingdom,10
1418,14242,United Kingdom,16
1419,14243,United Kingdom,148
1420,14245,United Kingdom,112
1421,14246,United Kingdom,75
1422,14247,United Kingdom,20
1423,14248,United Kingdom,8
1424,14250,United Kingdom,111
1425,14251,United Kingdom,78
1426,14256,United Kingdom,54
1427,14257,United Kingdom,107
1428,14258,United Kingdom,112
1429,14259,United Kingdom,5
1430,14261,United Kingdom,52
1431,14262,United Kingdom,143
1432,14264,United Kingdom,19
1433,14265,Unspecified,31
1434,14267,United Kingdom,66
1435,14270,United Kingdom,29
1436,14271,United Kingdom,10
1437,14272,United Kingdom,33
1438,14273,United Kingdom,29
1439,14276,United Kingdom,75
1440,14277,France,228
1441,14280,United Kingdom,8
1442,14282,United Kingdom,156
1443,14284,United Kingdom,34
1444,14285,United Kingdom,27
1445,14286,United Kingdom,285
1446,14287,United Kingdom,11
1447,14288,United Kingdom,17
1448,14289,United Kingdom,47
1449,14290,United Kingdom,103
1450,14291,United Kingdom,238
1451,14292,United Kingdom,108
1452,14293,United Kingdom,61
1453,14295,United Kingdom,7
1454,14297,United Kingdom,64
1455,14298,United Kingdom,1640
1456,14299,United Kingdom,162
1457,14300,United Kingdom,3
1458,14301,United Kingdom,16
1459,14304,United Kingdom,27
1460,14305,United Kingdom,110
1461,14306,United Kingdom,35
1462,14307,United Kingdom,180
1463,14309,United Kingdom,123
1464,14311,United Kingdom,27
1465,14312,United Kingdom,87
1466,14314,United Kingdom,8
1467,14315,United Kingdom,104
1468,14317,United Kingdom,24
1469,14320,United Kingdom,42
1470,14321,United Kingdom,123
1471,14323,United Kingdom,41
1472,14326,United Kingdom,9
1473,14327,United Kingdom,12
1474,14329,United Kingdom,269
1475,14331,United Kingdom,28
1476,14332,United Kingdom,26
1477,14333,United Kingdom,19
1478,14334,United Kingdom,163
1479,14335,Germany,63
1480,14336,United Kingdom,90
1481,14338,United Kingdom,34
1482,14339,United Kingdom,18
1483,14340,United Kingdom,6
1484,14341,United Kingdom,130
1485,14342,United Kingdom,24
1486,14344,United Kingdom,71
1487,14345,United Kingdom,6
1488,14346,United Kingdom,60
1489,14348,United Kingdom,18
1490,14349,United Kingdom,31
1491,14350,United Kingdom,21
1492,14351,United Kingdom,1
1493,14352,United Kingdom,47
1494,14353,United Kingdom,6
1495,14354,United Kingdom,9
1496,14355,United Kingdom,11
1497,14356,United Kingdom,38
1498,14357,United Kingdom,41
1499,14359,United Kingdom,58
1500,14360,United Kingdom,118
1501,14362,United Kingdom,41
1502,14364,United Kingdom,69
1503,14367,United Kingdom,533
1504,14368,United Kingdom,8
1505,14371,United Kingdom,4
1506,14373,United Kingdom,4
1507,14375,United Kingdom,75
1508,14377,United Kingdom,11
1509,14379,United Kingdom,46
1510,14381,United Kingdom,56
1511,14382,United Kingdom,131
1512,14383,United Kingdom,59
1513,14385,United Kingdom,14
1514,14386,United Kingdom,7
1515,14387,United Kingdom,140
1516,14388,United Kingdom,191
1517,14389,United Kingdom,62
1518,14390,United Kingdom,291
1519,14393,United Kingdom,5
1520,14395,United Kingdom,353
1521,14396,United Kingdom,73
1522,14397,United Kingdom,95
1523,14400,United Kingdom,26
1524,14401,United Kingdom,183
1525,14403,United Kingdom,26
1526,14404,United Kingdom,104
1527,14406,United Kingdom,8
1528,14407,United Kingdom,76
1529,14408,United Kingdom,107
1530,14409,United Kingdom,55
1531,14410,United Kingdom,287
1532,14411,United Kingdom,14
1533,14412,United Kingdom,45
1534,14413,United Kingdom,23
1535,14414,United Kingdom,98
1536,14415,United Kingdom,612
1537,14416,United Kingdom,14
1538,14418,United Kingdom,124
1539,14419,United Kingdom,206
1540,14420,United Kingdom,30
1541,14421,United Kingdom,27
1542,14422,United Kingdom,222
1543,14423,United Kingdom,3
1544,14424,United Kingdom,1
1545,14426,United Kingdom,264
1546,14427,United Kingdom,17
1547,14428,United Kingdom,148
1548,14431,United Kingdom,22
1549,14432,United Kingdom,382
1550,14434,United Kingdom,12
1551,14436,United Kingdom,9
1552,14437,United Kingdom,6
1553,14438,United Kingdom,9
1554,14439,Greece,32
1555,14440,United Kingdom,55
1556,14441,United Kingdom,59
1557,14442,Channel Islands,68
1558,14443,United Kingdom,98
1559,14446,United Kingdom,293
1560,14447,United Kingdom,70
1561,14448,United Kingdom,20
1562,14449,United Kingdom,258
1563,14450,United Kingdom,40
1564,14451,United Kingdom,109
1565,14452,United Kingdom,62
1566,14453,United Kingdom,22
1567,14456,United Kingdom,977
1568,14457,United Kingdom,4
1569,14459,United Kingdom,37
1570,14460,United Kingdom,17
1571,14461,United Kingdom,180
1572,14462,United Kingdom,246
1573,14463,United Kingdom,6
1574,14465,United Kingdom,130
1575,14466,United Kingdom,72
1576,14467,United Kingdom,90
1577,14470,United Kingdom,43
1578,14472,United Kingdom,281
1579,14473,United Kingdom,7
1580,14474,United Kingdom,30
1581,14475,United Kingdom,47
1582,14476,United Kingdom,19
1583,14477,United Kingdom,11
1584,14479,United Kingdom,18
1585,14480,United Kingdom,13
1586,14481,United Kingdom,30
1587,14482,United Kingdom,144
1588,14483,United Kingdom,10
1589,14484,United Kingdom,14
1590,14485,United Kingdom,47
1591,14487,United Kingdom,145
1592,14488,United Kingdom,49
1593,14489,United Kingdom,30
1594,14491,United Kingdom,17
1595,14493,United Kingdom,123
1596,14494,United Kingdom,7
1597,14495,United Kingdom,6
1598,14496,United Kingdom,19
1599,14497,United Kingdom,31
1600,14498,United Kingdom,193
1601,14499,United Kingdom,194
1602,14500,United Kingdom,7
1603,14501,United Kingdom,12
1604,14502,United Kingdom,631
1605,14503,United Kingdom,164
1606,14504,United Kingdom,107
1607,14505,United Kingdom,803
1608,14506,United Kingdom,316
1609,14507,United Kingdom,98
1610,14508,United Kingdom,57
1611,14511,United Kingdom,71
1612,14512,United Kingdom,23
1613,14513,United Kingdom,18
1614,14514,United Kingdom,73
1615,14515,United Kingdom,101
1616,14517,United Kingdom,18
1617,14518,United Kingdom,16
1618,14520,United Kingdom,4
1619,14522,United Kingdom,17
1620,14523,United Kingdom,12
1621,14524,United Kingdom,203
1622,14525,United Kingdom,298
1623,14527,United Kingdom,1011
1624,14528,United Kingdom,18
1625,14529,United Kingdom,229
1626,14530,United Kingdom,216
1627,14532,United Kingdom,64
1628,14533,United Kingdom,65
1629,14534,United Kingdom,558
1630,14535,United Kingdom,333
1631,14536,United Kingdom,19
1632,14537,United Kingdom,10
1633,14538,United Kingdom,19
1634,14539,United Kingdom,32
1635,14540,United Kingdom,76
1636,14541,United Kingdom,111
1637,14542,United Kingdom,5
1638,14543,United Kingdom,107
1639,14544,United Kingdom,114
1640,14546,United Kingdom,417
1641,14547,United Kingdom,367
1642,14548,United Kingdom,4
1643,14549,United Kingdom,56
1644,14550,United Kingdom,48
1645,14551,United Kingdom,10
1646,14552,United Kingdom,58
1647,14553,United Kingdom,113
1648,14554,United Kingdom,216
1649,14555,United Kingdom,21
1650,14557,United Kingdom,32
1651,14560,United Kingdom,76
1652,14561,United Kingdom,69
1653,14562,United Kingdom,446
1654,14565,United Kingdom,129
1655,14566,Channel Islands,4
1656,14567,United Kingdom,34
1657,14569,United Kingdom,12
1658,14570,United Kingdom,29
1659,14572,United Kingdom,273
1660,14573,United Kingdom,241
1661,14576,United Kingdom,1
1662,14577,United Kingdom,123
1663,14578,United Kingdom,24
1664,14581,United Kingdom,17
1665,14582,United Kingdom,6
1666,14583,United Kingdom,330
1667,14584,United Kingdom,101
1668,14585,United Kingdom,29
1669,14586,United Kingdom,27
1670,14587,United Kingdom,384
1671,14589,United Kingdom,3
1672,14591,United Kingdom,197
1673,14592,United Kingdom,164
1674,14593,United Kingdom,152
1675,14594,United Kingdom,53
1676,14595,United Kingdom,102
1677,14597,United Kingdom,55
1678,14598,United Kingdom,50
1679,14600,United Kingdom,25
1680,14601,United Kingdom,7
1681,14603,United Kingdom,2
1682,14606,United Kingdom,2782
1683,14607,United Kingdom,114
1684,14608,United Kingdom,20
1685,14609,United Kingdom,4
1686,14616,United Kingdom,3
1687,14618,United Kingdom,17
1688,14619,United Kingdom,22
1689,14620,United Kingdom,30
1690,14621,United Kingdom,96
1691,14622,United Kingdom,21
1692,14623,United Kingdom,135
1693,14624,United Kingdom,13
1694,14625,United Kingdom,57
1695,14626,United Kingdom,126
1696,14627,United Kingdom,5
1697,14628,United Kingdom,24
1698,14629,United Kingdom,153
1699,14631,United Kingdom,41
1700,14632,United Kingdom,8
1701,14633,United Kingdom,20
1702,14636,United Kingdom,28
1703,14638,United Kingdom,16
1704,14639,United Kingdom,175
1705,14640,United Kingdom,113
1706,14641,United Kingdom,7
1707,14642,United Kingdom,2
1708,14643,United Kingdom,34
1709,14644,United Kingdom,29
1710,14645,United Kingdom,30
1711,14646,Netherlands,2085
1712,14647,United Kingdom,30
1713,14649,United Kingdom,199
1714,14651,United Kingdom,102
1715,14652,United Kingdom,29
1716,14653,United Kingdom,237
1717,14655,United Kingdom,50
1718,14656,United Kingdom,80
1719,14657,United Kingdom,127
1720,14658,United Kingdom,29
1721,14659,United Kingdom,259
1722,14660,United Kingdom,30
1723,14661,United Kingdom,4
1724,14662,United Kingdom,168
1725,14664,United Kingdom,99
1726,14665,United Kingdom,117
1727,14666,United Kingdom,14
1728,14667,United Kingdom,576
1729,14669,United Kingdom,170
1730,14670,United Kingdom,132
1731,14672,United Kingdom,61
1732,14673,United Kingdom,74
1733,14675,United Kingdom,102
1734,14676,United Kingdom,44
1735,14679,United Kingdom,1
1736,14680,United Kingdom,320
1737,14681,United Kingdom,7
1738,14682,United Kingdom,2
1739,14684,United Kingdom,421
1740,14687,United Kingdom,15
1741,14688,United Kingdom,359
1742,14689,United Kingdom,13
1743,14690,United Kingdom,54
1744,14691,United Kingdom,71
1745,14692,United Kingdom,69
1746,14693,United Kingdom,8
1747,14696,United Kingdom,133
1748,14697,United Kingdom,22
1749,14698,United Kingdom,210
1750,14699,United Kingdom,8
1751,14700,United Kingdom,115
1752,14701,United Kingdom,350
1753,14702,United Kingdom,348
1754,14703,United Kingdom,22
1755,14704,United Kingdom,415
1756,14705,United Kingdom,1
1757,14708,United Kingdom,29
1758,14709,United Kingdom,197
1759,14710,United Kingdom,139
1760,14711,United Kingdom,359
1761,14712,United Kingdom,25
1762,14713,United Kingdom,341
1763,14714,United Kingdom,10
1764,14715,United Kingdom,71
1765,14716,United Kingdom,55
1766,14719,United Kingdom,238
1767,14720,United Kingdom,37
1768,14722,United Kingdom,29
1769,14723,United Kingdom,278
1770,14725,United Kingdom,52
1771,14727,United Kingdom,10
1772,14729,United Kingdom,71
1773,14730,United Kingdom,501
1774,14731,United Kingdom,45
1775,14732,United Kingdom,149
1776,14733,United Kingdom,216
1777,14735,United Kingdom,205
1778,14737,United Kingdom,17
1779,14738,United Kingdom,56
1780,14739,United Kingdom,61
1781,14740,United Kingdom,93
1782,14741,United Kingdom,59
1783,14744,United Kingdom,28
1784,14745,United Kingdom,70
1785,14747,United Kingdom,19
1786,14748,United Kingdom,92
1787,14752,United Kingdom,5
1788,14753,United Kingdom,30
1789,14754,United Kingdom,41
1790,14755,United Kingdom,237
1791,14756,United Kingdom,38
1792,14757,United Kingdom,19
1793,14758,United Kingdom,71
1794,14759,United Kingdom,102
1795,14760,United Kingdom,7
1796,14761,United Kingdom,11
1797,14762,United Kingdom,21
1798,14764,United Kingdom,7
1799,14765,United Kingdom,39
1800,14766,United Kingdom,137
1801,14768,United Kingdom,6
1802,14769,United Kingdom,1094
1803,14770,United Kingdom,52
1804,14772,United Kingdom,9
1805,14775,United Kingdom,60
1806,14776,United Kingdom,134
1807,14777,United Kingdom,3
1808,14778,United Kingdom,35
1809,14779,United Kingdom,41
1810,14780,United Kingdom,27
1811,14782,United Kingdom,6
1812,14784,United Kingdom,15
1813,14785,United Kingdom,3
1814,14788,United Kingdom,30
1815,14789,United Kingdom,6
1816,14790,United Kingdom,46
1817,14792,United Kingdom,4
1818,14793,United Kingdom,15
1819,14794,United Kingdom,82
1820,14795,United Kingdom,6
1821,14796,United Kingdom,1165
1822,14798,United Kingdom,12
1823,14799,United Kingdom,13
1824,14800,United Kingdom,392
1825,14801,United Kingdom,59
1826,14803,United Kingdom,44
1827,14804,United Kingdom,12
1828,14805,United Kingdom,47
1829,14806,United Kingdom,11
1830,14808,United Kingdom,256
1831,14810,United Kingdom,255
1832,14813,United Kingdom,30
1833,14815,United Kingdom,53
1834,14816,United Kingdom,4
1835,14817,United Kingdom,63
1836,14818,United Kingdom,48
1837,14819,United Kingdom,13
1838,14820,United Kingdom,29
1839,14821,United Kingdom,2
1840,14823,United Kingdom,70
1841,14824,United Kingdom,29
1842,14825,United Kingdom,121
1843,14828,United Kingdom,17
1844,14829,United Kingdom,45
1845,14830,United Kingdom,40
1846,14834,United Kingdom,70
1847,14836,United Kingdom,6
1848,14837,United Kingdom,110
1849,14840,United Kingdom,4
1850,14841,United Kingdom,138
1851,14842,United Kingdom,158
1852,14844,United Kingdom,130
1853,14847,United Kingdom,13
1854,14849,United Kingdom,392
1855,14850,United Kingdom,22
1856,14851,United Kingdom,28
1857,14852,United Kingdom,143
1858,14853,United Kingdom,10
1859,14854,United Kingdom,131
1860,14855,United Kingdom,20
1861,14856,United Kingdom,66
1862,14857,United Kingdom,61
1863,14859,United Kingdom,59
1864,14860,United Kingdom,12
1865,14861,United Kingdom,6
1866,14862,United Kingdom,48
1867,14863,United Kingdom,11
1868,14865,United Kingdom,4
1869,14866,United Kingdom,103
1870,14867,United Kingdom,37
1871,14868,United Kingdom,147
1872,14869,United Kingdom,72
1873,14870,United Kingdom,13
1874,14871,United Kingdom,98
1875,14873,United Kingdom,28
1876,14875,United Kingdom,50
1877,14878,United Kingdom,124
1878,14880,United Kingdom,47
1879,14881,United Kingdom,17
1880,14882,United Kingdom,11
1881,14883,United Kingdom,54
1882,14885,United Kingdom,15
1883,14886,United Kingdom,18
1884,14887,United Kingdom,6
1885,14888,United Kingdom,20
1886,14889,United Kingdom,10
1887,14890,United Kingdom,7
1888,14891,United Kingdom,33
1889,14893,United Kingdom,73
1890,14894,United Kingdom,23
1891,14895,United Kingdom,506
1892,14896,United Kingdom,43
1893,14897,United Kingdom,55
1894,14898,United Kingdom,119
1895,14901,United Kingdom,98
1896,14902,United Kingdom,24
1897,14903,United Kingdom,364
1898,14904,United Kingdom,69
1899,14905,United Kingdom,18
1900,14907,United Kingdom,168
1901,14908,United Kingdom,9
1902,14910,United Kingdom,35
1903,14911,EIRE,5903
1904,14912,Italy,28
1905,14913,United Kingdom,87
1906,14915,United Kingdom,13
1907,14916,United Kingdom,79
1908,14918,United Kingdom,45
1909,14920,United Kingdom,57
1910,14921,United Kingdom,78
1911,14923,United Kingdom,44
1912,14924,United Kingdom,10
1913,14929,United Kingdom,11
1914,14930,Channel Islands,128
1915,14931,Channel Islands,42
1916,14932,Channel Islands,17
1917,14934,Channel Islands,88
1918,14935,Channel Islands,10
1919,14936,Channel Islands,366
1920,14937,Channel Islands,35
1921,14944,United Kingdom,172
1922,14946,United Kingdom,3
1923,14947,United Kingdom,14
1924,14948,United Kingdom,64
1925,14950,United Kingdom,20
1926,14951,United Kingdom,20
1927,14952,United Kingdom,149
1928,14953,United Kingdom,55
1929,14954,United Kingdom,85
1930,14957,United Kingdom,12
1931,14958,United Kingdom,42
1932,14959,United Kingdom,61
1933,14960,United Kingdom,27
1934,14961,United Kingdom,317
1935,14962,United Kingdom,5
1936,14963,United Kingdom,198
1937,14964,United Kingdom,13
1938,14965,United Kingdom,83
1939,14966,United Kingdom,38
1940,14967,United Kingdom,6
1941,14968,United Kingdom,37
1942,14970,United Kingdom,34
1943,14971,United Kingdom,160
1944,14972,United Kingdom,18
1945,14973,United Kingdom,32
1946,14974,United Kingdom,21
1947,14975,United Kingdom,11
1948,14976,United Kingdom,73
1949,14978,United Kingdom,216
1950,14981,United Kingdom,8
1951,14984,United Kingdom,41
1952,14985,United Kingdom,87
1953,14987,United Kingdom,4
1954,14988,United Kingdom,40
1955,14995,United Kingdom,61
1956,14997,United Kingdom,27
1957,14998,United Kingdom,75
1958,15000,United Kingdom,77
1959,15002,United Kingdom,115
1960,15004,United Kingdom,158
1961,15005,United Kingdom,1160
1962,15006,United Kingdom,144
1963,15007,United Kingdom,12
1964,15009,United Kingdom,182
1965,15010,United Kingdom,20
1966,15012,United Kingdom,128
1967,15014,United Kingdom,35
1968,15016,United Kingdom,20
1969,15017,United Kingdom,20
1970,15018,United Kingdom,32
1971,15019,United Kingdom,70
1972,15021,United Kingdom,479
1973,15022,United Kingdom,135
1974,15023,United Kingdom,563
1975,15024,United Kingdom,155
1976,15025,United Kingdom,72
1977,15026,United Kingdom,61
1978,15027,United Kingdom,37
1979,15028,United Kingdom,48
1980,15030,United Kingdom,7
1981,15031,United Kingdom,111
1982,15032,United Kingdom,55
1983,15033,United Kingdom,513
1984,15034,United Kingdom,400
1985,15035,United Kingdom,27
1986,15036,United Kingdom,127
1987,15038,United Kingdom,133
1988,15039,United Kingdom,1508
1989,15041,United Kingdom,67
1990,15042,United Kingdom,5
1991,15043,United Kingdom,3
1992,15044,United Kingdom,461
1993,15045,United Kingdom,13
1994,15046,United Kingdom,207
1995,15047,United Kingdom,22
1996,15048,United Kingdom,98
1997,15049,United Kingdom,3
1998,15050,United Kingdom,80
1999,15051,United Kingdom,143
2000,15052,United Kingdom,30
2001,15053,United Kingdom,71
2002,15054,United Kingdom,114
2003,15057,United Kingdom,25
2004,15058,United Kingdom,276
2005,15059,United Kingdom,239
2006,15060,United Kingdom,121
2007,15061,United Kingdom,410
2008,15062,United Kingdom,57
2009,15063,United Kingdom,5
